,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
DGLUCY,0.28,-0.26,-0.26,1.07,-0.42,0.18,-1.76,0.31,0.15,-0.75,0.03,1.19,0.58,-0.26,-0.22,0.11,0.21,0.17,-0.15,-0.02
DGUOK,0.29,0.52,0.5,0.3,0.37,0.31,0.11,0.61,0.26,-0.11,0.13,0.99,0,0.18,0.76,0.25,0.28,-0.07,0.23,-0.08
DHCR24,-1.36,0.41,-1.43,-0.14,-0.27,-2.2,-0.35,-1.21,-1.63,-1.31,-0.75,-1.27,-1.06,-0.97,-0.93,-1.01,-1.42,-1.1,-0.56,-1.26
DHCR7,-1.05,-1.5,-0.86,-1.04,-1.24,-1.7,-1.03,-0.77,-1.79,-1.23,-1.33,-0.39,-0.17,-0.62,-1.1,-0.79,-1,-0.92,-0.33,-1.03
DHDDS,NA,-0.26,NA,NA,0.12,NA,NA,0.23,NA,0.04,NA,-0.88,0.01,NA,0.2,NA,0.31,NA,0.39,NA
DHFR,0.1,-0.9,-1.11,-0.59,0.11,-0.15,-1.25,-0.43,-0.74,-0.14,-0.84,-0.61,0.37,-0.52,-0.43,0.26,-0.75,-1.01,0.39,-0.84
DHODH,-0.15,0,-0.43,0.36,0.18,-0.55,-0.48,0.18,-0.22,-0.46,-0.16,-0.01,0.45,-0.37,0.03,-0.06,-0.14,-0.13,0.16,-0.09
DHPS,-0.04,-0.31,-0.12,-0.3,0.02,-0.26,-0.39,-0.2,-0.4,-0.08,-0.26,-0.51,-0.23,-0.28,-0.04,-0.19,-0.36,-0.57,-0.16,0.04
DHRS1,-0.39,-0.42,0.38,0.43,-0.5,-0.62,0.1,-0.46,-0.31,-0.2,-0.4,-0.04,0.11,0.45,-0.07,0.03,-0.43,-0.38,-0.28,-0.91
DHRS11,-0.11,-0.25,0.23,0.04,-0.57,-0.06,0.01,0.48,-0.31,-0.28,-0.55,-0.15,-0.36,-0.09,-0.51,-0.2,-0.06,-0.29,-0.04,0.13
DHRS13,-0.48,0.65,-0.05,-0.45,-0.59,-0.44,-0.01,0.19,0.22,-0.22,-0.27,-0.01,-0.1,-0.04,-0.14,-0.6,0.34,-0.6,-0.7,0.2
DHRS2,NA,0.89,NA,NA,NA,NA,0.12,NA,NA,NA,-0.03,1.63,0.19,NA,-0.03,NA,0.37,NA,-1.43,NA
DHRS3,-0.49,-0.73,0.14,-0.88,-0.02,0.12,-0.55,-0.97,0.17,-0.75,0.54,-2.21,-0.44,-0.14,0.58,-0.28,0.01,0.25,-0.55,-0.92
DHRS4,0.01,-0.37,-0.06,-0.06,-0.12,-0.12,0.26,-0.08,0.08,-0.15,0.27,0.09,0.21,0.18,0.53,-0.02,0.04,0.09,-0.24,-0.79
DHRS7,-0.3,-0.19,0.09,-0.2,0.09,0.22,0.29,0.02,0.54,0.06,0.73,0.31,-0.02,0.18,1.04,-0.23,0.35,0.39,-0.37,-0.08
DHRS7B,-0.37,-0.53,-0.1,-0.29,-0.53,0.11,0.2,-0.75,0.13,-0.24,0.39,-0.91,0.17,-0.08,0.29,-0.21,0,0.22,-0.17,-0.51
DHRS9,-1.35,NA,-1.13,-0.94,NA,-0.24,-1.38,NA,-0.22,NA,-1.18,-0.32,NA,NA,-0.97,-0.02,-0.68,-1.8,-0.57,NA
DHRSX,-0.04,0.21,-0.18,-0.33,0.18,0.2,0.41,-0.62,1.15,0.47,-0.19,-0.4,-0.16,-0.15,-0.14,-0.32,0.36,0.28,-0.66,0.02
DHTKD1,-0.15,0.09,0.53,0.01,-0.58,-0.1,-0.31,-0.42,-0.02,0.05,0.21,-0.34,0.22,0.34,0.2,0.01,0.2,-0.14,0.16,0.02
DHX15,-0.17,0.07,-0.07,-0.08,-0.22,-0.05,0.02,-0.18,-0.18,0.08,-0.07,0.02,-0.17,-0.12,-0.24,0.08,-0.18,-0.08,0.02,0.12
DHX16,0.1,0.07,0.09,-0.01,0.1,0.16,0.16,-0.12,0.21,0.07,0.01,0.02,0.09,0.01,0.11,0.15,0.04,0.04,0.12,-0.01
DHX29,0.06,-0.13,0.08,-0.23,0.26,0.09,-0.01,-0.16,0.04,0.18,-0.01,-0.24,-0.19,0.04,0,0.09,-0.09,-0.13,0.05,-0.08
DHX30,0.1,0.05,-0.06,-0.2,-0.2,-0.21,-0.12,-0.14,-0.15,0.03,-0.32,-0.37,-0.01,0.05,-0.12,-0.01,-0.1,-0.25,0.04,0.02
DHX32,-0.1,0.35,0.03,-0.22,-0.59,0.07,-0.26,-0.5,0.27,-0.01,0.23,-0.45,0.08,-0.01,0.41,-0.35,0.38,0.35,-0.11,-0.04
DHX33,0.18,0.35,0.15,0.15,-0.06,-0.01,-0.07,-0.04,-0.35,-0.05,-0.6,0.26,0.29,0.17,-0.45,0.16,-0.36,-0.13,0.11,0.2
DHX34,0.21,0.39,-0.07,-0.03,-0.09,0.4,-0.2,0.02,-0.18,-0.08,-0.16,-0.01,0.06,-0.14,-0.17,0.28,-0.23,-0.09,-0.12,0.08
DHX35,0.25,0.13,0.03,0.31,-0.21,0.02,0.05,0.32,0.11,0.04,0.03,0.13,-0.05,0.04,-0.06,-0.03,-0.13,0.07,0.44,0.13
DHX36,0.3,0.08,0.11,0.02,0.18,0.21,0.2,0.09,0.19,0.58,0.12,0.12,-0.1,0.28,0.15,0.21,0.12,0.02,0.26,0.31
DHX37,0.26,0.09,0.09,-0.09,0.1,0.3,0.05,0.06,0.09,-0.02,-0.11,0,0.22,0.25,-0.14,0.12,-0.14,0.16,0.19,0.12
DHX38,0.16,0.13,0.29,0.18,-0.08,0.07,0.27,0.04,0.04,0.1,0.04,0.36,0.17,0.2,-0.01,-0.02,0.11,0.12,0.2,0.15
DHX40,0.16,-0.25,0.47,0.18,-0.23,0,-0.15,0.02,-0.11,-0.04,-0.27,0.06,0.01,0.26,-0.32,0.2,-0.12,-0.04,0.13,0.35
DHX57,0.16,-0.17,-0.03,-0.08,-0.04,-0.07,-0.06,-0.09,-0.29,-0.09,-0.24,-0.26,0.02,0.03,-0.32,0.25,-0.3,-0.07,0.14,-0.13
DHX58,-0.13,0.61,-0.11,0.03,0.4,0.18,0.02,-0.16,0.02,0.41,-0.16,-0.08,-0.05,-0.27,-0.44,-0.13,0.11,-0.19,0.05,0.68
DHX8,0.02,0.21,-0.06,-0.11,0.06,0.08,0.09,-0.3,0.07,-0.11,-0.12,0.02,0.08,-0.07,-0.17,0.02,-0.14,0.14,0.12,0.05
DHX9,0.04,0.11,0,-0.05,-0.1,0.03,0.03,-0.06,-0.09,0.18,-0.07,-0.06,0.11,-0.05,-0.17,0.12,-0.11,0.12,-0.01,-0.04
DIABLO,-0.3,-0.22,-0.15,-0.14,-0.34,-0.2,-0.13,-0.17,-0.48,0.19,-0.06,0.54,-0.15,-0.23,0.05,-0.29,-0.09,-0.06,-0.78,-0.27
DIAPH1,-0.24,0.01,-0.37,-0.5,0.27,0.36,-0.29,-0.42,0.31,0.08,0.31,-0.53,-0.08,-0.45,0.54,-0.15,0.14,0.25,-0.28,-0.15
DIAPH2,-0.1,0.04,0.1,0.01,0.4,-0.15,0.17,0.16,0.08,0.11,0.01,0.31,-0.24,0.11,0.17,-0.25,-0.2,-0.04,0.01,0.07
DIAPH3,0.18,0.46,-0.47,-0.12,-0.14,-0.1,-0.47,0.01,-0.36,-0.47,-0.45,0.64,-0.23,-0.29,-0.29,0.12,-0.18,-0.84,-0.14,-0.36
DICER1,0,0.15,-0.23,-0.35,0.36,0.13,-0.04,-0.3,0.24,0.1,0.22,-0.64,-0.31,-0.17,0.4,-0.19,-0.01,-0.05,-0.15,-0.18
DIDO1,0.11,-0.04,0.22,0.01,0.07,0.06,0.13,-0.07,0.02,-0.02,0.01,0.1,0.16,0.12,-0.07,0.01,-0.05,0.05,0.08,0.12
DIMT1,0.21,0.39,0.55,0.3,0.06,0.24,0.47,0.08,0.22,0.1,0.04,0.31,0.22,0.31,-0.13,0,0.37,0.29,0.36,0.16
DIP2A,-0.16,-0.18,0.05,-0.24,-0.08,0.08,0.25,0.11,-0.08,-0.34,0.24,0.08,-0.21,0.05,0.02,-0.35,0.06,-0.02,-0.21,0.04
DIP2B,-0.13,0.13,0.24,-0.13,0.23,0.03,0.02,0.02,0.01,0.15,0.24,-0.18,0.11,0.21,0.34,-0.02,0.04,-0.09,0.03,0.08
DIP2C,-0.11,0.05,-0.26,0.01,-0.05,-0.37,0.09,0.41,-0.24,0.21,-0.31,0.27,-0.27,0.02,-0.03,-0.06,-0.19,-0.24,-0.13,0.19
DIS3,0.08,0.08,0.3,0.16,-0.07,0.15,0.19,-0.09,0.15,0.21,0.04,0.04,0.11,0.15,0.2,0,0.02,0.21,0.27,0.12
DIS3L,0.22,0.28,-0.21,-0.05,0.75,-0.2,-0.14,-0.06,-0.02,0.21,-0.07,0.29,0.03,0.01,-0.55,0.06,-0.02,0.16,0.42,-0.19
DIS3L2,0.08,-0.21,0.17,-0.18,0,0.02,-0.03,0,-0.1,0.05,0.09,-0.26,-0.22,0.26,0.19,0.05,-0.09,-0.19,0.18,0.03
DISC1,0.1,-0.4,0.09,0.47,-0.06,0.21,-0.2,0.43,0.17,-0.08,-0.7,-0.01,0.16,0.58,-0.65,0.31,NA,0.53,0.29,0.37
DIXDC1,0.23,-0.16,0.23,0.83,NA,0.28,0.41,0.66,-0.61,NA,0.65,NA,-0.24,-0.46,-0.24,-0.07,0.56,0.31,0.47,0
DKC1,-0.05,-0.11,0.54,0.29,-0.11,0.22,0.12,-0.29,0.14,-0.18,-0.16,-0.25,0.09,0.07,-0.24,-0.07,-0.3,0.05,0.04,-0.05
DKK1,NA,0.26,NA,-1.61,2.15,-0.04,NA,-0.94,NA,-0.07,NA,NA,-2.03,NA,1.07,NA,0.74,-0.42,NA,NA
DKK3,0.12,-1.43,-0.61,-0.32,0.16,0.09,-0.54,0.54,-0.01,NA,-1.05,-0.23,-0.73,-0.15,-1.05,0.27,-0.89,-0.84,-0.72,-0.34
DKK4,-2.24,-2.77,-5.5,-3.77,-2.51,-4.95,-2.54,-3.35,-1.84,-1.94,-2.68,-1.51,-1.06,-2.64,-2.26,-2.23,-1.39,-3.39,-0.38,-2.29
DLAT,-0.17,-0.07,-0.01,-0.17,-0.22,-0.21,-0.09,0.04,-0.11,-0.21,-0.03,-0.17,-0.08,0.14,0.15,-0.03,0.03,-0.28,-0.1,-0.14
DLD,-0.1,-0.26,0.17,0.25,-0.02,0.04,0,0.08,0.25,-0.19,0.33,0.02,0.16,0.07,-0.07,-0.2,0.15,0.04,-0.11,-0.21
DLG1,0.05,-0.13,0.47,0.25,-0.46,0.21,0.32,0.07,0.03,-0.17,0.38,-0.11,0.16,0.18,0.1,0.21,0.29,0.24,0.01,-0.09
DLG3,-0.43,-0.03,0.09,0.14,-0.59,-0.91,-0.3,-0.11,-0.85,-0.2,-0.62,0.38,-0.02,-0.11,-0.82,-0.44,-0.28,-0.16,-0.24,-0.12
DLG5,-0.04,0.02,0.21,0.13,0.4,0.02,0.25,0.06,-0.19,0.06,0.1,-0.1,-0.02,0.21,0.02,0.01,-0.03,0.04,0,0.18
DLGAP1,NA,NA,NA,NA,NA,NA,0.17,NA,0.74,0.25,1.12,-0.01,-0.14,-0.6,1.42,NA,0.18,NA,-0.18,-0.49
DLGAP4,0.05,0.2,-0.07,-0.14,0.72,-0.14,-0.07,0.09,0.13,0.27,0.17,-0.45,-0.14,-0.03,0.31,-0.21,0.16,0.08,0.14,0.14
DLGAP5,-0.25,-0.58,-0.98,-1.07,-0.65,-0.46,-0.89,-0.44,-0.97,-0.11,-0.83,-0.71,-0.19,-0.84,-0.42,0.01,-0.94,-1.13,0.06,-0.97
DLST,0.08,0.11,0.05,0.22,-0.08,0.26,-0.03,0.27,0.19,0.06,0.46,0.09,0.03,0.14,0.26,-0.05,0.18,0.29,0.06,0.07
DLX5,0.55,-0.65,0.4,0.13,0.28,-0.12,0.08,0.58,-0.38,0.68,-0.11,-0.97,0.54,-0.02,-0.27,0.13,-0.54,0.43,0.43,-0.2
DLX6,0.06,0.04,0.61,0.67,-0.62,-0.18,0.09,0.11,-0.12,0.04,0.02,-0.2,0.44,-0.18,-0.32,0.11,-0.73,0.29,-0.04,-0.02
DMAC1,-0.37,0.16,0.68,-0.74,0.07,0.53,-0.42,0.38,0.42,-0.49,-0.53,-0.63,-0.46,-0.8,-0.12,-0.34,-0.36,-1.26,0.6,-1.19
DMAC2,0.37,-0.31,-0.32,0.35,0.34,-0.22,0.92,-0.14,0.11,-0.61,0.94,-0.36,-0.07,0.14,-0.18,0.67,0.14,0.09,-0.38,-0.02
DMAP1,0.38,0.41,0.3,0.22,0.03,0.3,0.23,-0.07,0.06,0.42,-0.01,-0.06,0.09,0.21,-0.04,0.14,0.13,0.18,0.2,0.18
DMBT1,-1.6,-0.99,0.89,-0.26,-2.48,-1.62,-0.56,-1.69,-1.29,-1.03,-0.21,1.27,-0.69,1.03,-0.68,0.33,-1.6,-0.36,-0.76,-1.18
DMD,-1.84,-1.75,-1.48,-0.11,-2.89,-1.91,-1.75,0.77,-2.06,-0.72,-2.36,1.12,-1.84,-0.39,-2.86,-2,-0.83,-1.7,-0.96,0.16
DMKN,0.79,0.08,NA,NA,0.64,1.38,-0.18,-0.02,NA,NA,1.53,NA,-0.91,NA,1.95,-0.16,0.46,NA,-0.76,NA
DMPK,-1.21,-0.81,-0.53,-0.27,NA,-1.45,NA,NA,NA,NA,NA,NA,1.01,NA,-0.95,-1.16,NA,-0.75,NA,NA
DMRT1,NA,0.42,0.72,-0.13,-0.46,1.7,2.17,1.1,0.65,0.67,1.14,2.07,-0.06,NA,-0.01,NA,0.41,0.51,0.88,NA
DMTF1,0.41,NA,NA,NA,NA,0.22,NA,-0.11,NA,NA,NA,0.22,0.26,NA,-0.41,0.43,NA,NA,0.9,NA
DMTN,0.4,2.3,-0.25,0.1,0.28,0.12,0.77,0.96,0.83,1.02,0.13,-0.01,0.32,-0.25,0.34,0.4,0.42,1.26,0.4,0.37
DMWD,-0.31,-0.62,NA,0.2,NA,-0.02,NA,0.42,0.31,NA,NA,NA,0.04,NA,0.21,-0.3,-0.02,-0.11,-0.21,NA
DMXL1,-0.26,0.03,-0.18,-0.17,0.19,-0.14,-0.17,0.16,-0.13,-0.16,0.11,0.04,-0.15,0.08,0.22,-0.2,-0.15,-0.09,-0.37,-0.1
DMXL2,-0.13,0.4,-0.11,-0.15,0.45,-0.02,0,-0.1,-0.01,0.35,0.05,0.21,-0.09,-0.08,0.16,0.05,-0.07,-0.19,-0.14,-0.4
DNAAF1,-0.13,NA,-0.39,-0.29,NA,-0.13,-0.06,0.03,-0.39,-0.46,-0.59,-0.6,-0.87,0.08,-0.65,0.57,0.63,-0.43,-0.73,-0.13
DNAAF2,-0.37,-0.19,-0.33,-0.27,-0.71,-0.14,0.62,0,-0.38,-0.28,-0.32,-0.33,0.02,-0.38,-0.56,0.16,-0.05,-0.37,-0.42,-0.33
DNAAF3,-0.3,2.18,-0.25,0,-0.34,0.02,0.23,-0.45,-0.27,-0.08,-0.4,-0.24,-0.32,-0.22,-0.32,0.56,-0.01,-0.15,-0.54,-0.07
DNAAF4,-0.1,NA,-0.58,NA,1.74,NA,NA,-0.35,-0.08,0.57,NA,-0.03,-0.26,-0.51,-0.41,-0.02,NA,NA,-0.61,-0.58
DNAAF5,-0.41,-0.08,-0.11,-0.29,-0.64,-0.28,-0.11,-0.31,-0.31,-0.42,-0.38,-0.2,-0.17,0.02,-0.39,-0.21,-0.31,-0.49,-0.24,-0.22
DNAH10,0.85,NA,NA,0.54,0.57,-0.04,-0.92,NA,-0.38,NA,-0.89,-0.75,0.39,NA,-0.03,-0.89,NA,0.21,NA,NA
DNAH11,-0.21,0.72,-0.15,0.65,-0.32,0.51,0.83,0.24,-0.63,-0.01,0.92,2.11,-0.38,0,-0.47,-0.28,0.61,0.82,0.06,0.32
DNAH17,0.18,1.99,0.43,1.13,-0.63,NA,1.02,NA,NA,0.26,0.52,0.39,NA,0.01,0.62,0.23,0.03,0.83,0.07,-0.22
DNAH5,0.21,0.73,-0.14,0.15,-0.21,0.04,0.23,-0.19,0.1,-0.76,-0.32,0.25,0.41,0.29,-0.26,0.69,0.31,-0.21,-0.01,0.1
DNAH9,0.18,NA,-0.12,NA,NA,0.35,0.75,-0.1,-0.14,1.15,0.2,NA,-0.45,0.73,-0.71,1.15,1.22,NA,-0.2,0.04
DNAI1,-0.16,1.04,-0.08,0.17,-0.69,0.01,0.77,-1.42,0.11,-0.6,-0.08,0.2,-0.07,0.07,-0.44,1.08,0.47,-0.03,-0.08,-0.15
DNAI2,0.39,0.51,0,NA,NA,1.08,NA,NA,-0.01,NA,NA,NA,NA,0.12,0.37,1.38,NA,NA,-0.28,-0.27
DNAJA1,-0.05,0.02,-0.06,-0.19,-0.08,0,-0.16,-0.06,-0.12,-0.06,-0.04,-0.46,-0.22,-0.15,-0.22,0.06,-0.37,-0.26,-0.15,-0.17
DNAJA2,-0.03,-0.37,0.12,0.03,-0.09,-0.09,-0.03,-0.04,-0.32,-0.04,-0.03,-0.03,-0.1,0.05,-0.07,-0.03,-0.08,0,0,-0.03
DNAJA3,-0.2,-0.07,0.01,0.05,-0.17,-0.15,-0.17,-0.02,-0.12,-0.25,-0.05,0.2,0.03,0.02,0.2,-0.31,0.21,-0.17,-0.01,-0.37
DNAJA4,-0.14,0.51,-0.34,-0.29,-0.19,-0.3,0.37,-0.17,-0.34,-0.1,-0.14,-0.39,-0.05,-0.5,-0.18,0.23,0.29,-0.01,-0.14,-0.43
DNAJB1,-0.2,-0.36,-0.11,-0.08,-0.26,0.21,-0.32,-0.18,0.25,-0.32,0.16,0.06,-0.24,-0.05,0.07,-0.4,-0.03,0.09,-0.28,-0.06
DNAJB11,-0.16,-0.41,-0.36,-0.28,0.07,-0.1,-0.34,-0.41,-0.22,0.1,-0.21,-0.86,-0.34,-0.25,-0.03,0.27,-0.41,-0.2,-0.21,-0.26
DNAJB12,-0.14,-0.19,-0.27,-0.73,-0.1,-0.18,0.16,-0.37,-0.03,0.02,0.25,-0.33,-0.22,-0.07,0.36,0.08,0.14,-0.11,-0.26,0.02
DNAJB13,0.36,0.99,-0.15,0.13,-0.09,0.72,1.35,0.08,0.45,-0.13,0.82,-0.47,0.76,-0.1,0.31,1.25,0.93,0.06,0.1,0.31
DNAJB14,0.2,-0.11,0.53,0.04,-0.1,0.07,0.5,-0.09,0.22,-0.02,0.69,0.36,-0.11,0.04,-0.26,0.07,0.24,0.46,-0.01,0.07
DNAJB2,0.1,0.17,-0.24,0.19,0.14,0.24,0.23,0.18,0.31,-0.17,0.36,0.23,-0.09,-0.14,0.18,0,0.29,-0.01,-0.09,0.04
DNAJB4,-0.5,-0.63,-0.51,-0.02,-0.55,-0.48,-0.57,-0.19,-0.59,-0.46,-0.38,0.46,-0.66,-0.39,-0.57,-0.62,-0.25,-0.33,-0.43,0.14
DNAJB5,-0.19,NA,-0.55,NA,0.22,-0.49,-0.74,NA,0.24,NA,-0.91,0.58,-0.03,NA,-0.11,1.4,-0.21,NA,-0.19,NA
DNAJB6,-0.3,0.63,-0.37,-0.33,0.2,-0.37,0.05,0.18,-0.25,0.31,-0.17,0.83,0.03,-0.38,-0.26,-0.05,0.17,0.08,-0.11,0.1
DNAJB9,0.09,0.46,-0.26,-0.19,0.91,0.37,0,-0.44,0.39,0.33,0.18,0.04,0.55,-0.14,1.11,-0.11,0.61,-0.03,-0.14,-0.29
DNAJC1,0.04,0.07,0.25,-0.15,0.34,-0.26,0.1,-0.25,-0.03,0.3,0.19,-0.45,0,0.08,0.65,0.29,0,0.04,0.09,-0.06
DNAJC10,-0.37,-0.43,0.54,-0.31,-0.54,-0.65,-0.49,-0.56,-0.85,-0.45,-0.71,-1.11,-0.39,0.08,-0.7,-0.45,-0.86,-0.54,0.03,-0.49
DNAJC11,-0.04,-0.09,0.23,-0.11,-0.13,-0.31,0,0.01,-0.11,-0.11,0.04,0.2,0.12,0.33,0.23,-0.11,0.12,-0.02,0.01,0
DNAJC12,0.68,NA,0.44,-0.16,0.03,0.15,NA,0.24,0.32,0.15,NA,1.24,0.04,0.48,0.07,-0.21,-0.08,0.36,0.45,0.55
DNAJC13,0.03,0.13,0.08,-0.3,0.36,0.18,0.24,-0.01,0.28,0.34,0.29,-0.19,-0.08,0.03,0.45,0.01,0.24,0.11,0.06,0.09
DNAJC14,0.24,-0.3,0.35,0.17,-0.17,0.01,0.33,-0.22,0.18,0.06,0.18,-0.37,-0.36,0.15,0.24,0.07,-0.29,-0.02,0.01,0.12
DNAJC16,-0.12,0.08,-0.05,-0.36,-0.2,-0.18,0.07,-0.04,0.11,-0.14,-0.04,-0.64,-0.11,-0.01,0.42,0.08,-0.29,0.04,-0.09,-0.15
DNAJC17,0.47,0.31,0.57,0.55,0.01,0.51,0.33,0.22,0.3,0.04,0.2,0.34,0.24,0.49,-0.09,0.08,0.44,0.37,0.32,0.22
DNAJC19,-0.49,-0.42,-0.02,-0.08,-0.13,-0.34,-0.33,-0.38,-0.33,-0.45,-0.46,-0.29,-0.13,-0.13,-0.09,-0.17,-0.15,-0.38,-0.15,-0.39
DNAJC2,0.08,-0.12,-0.2,-0.21,0.07,-0.1,0.04,-0.25,0.14,0.1,0.02,-0.02,0.1,0.02,-0.16,-0.01,-0.15,-0.19,0.03,0.02
DNAJC21,-0.03,-0.24,-0.45,-0.19,0.23,0.11,-0.04,0.06,0.24,-0.05,0.1,-0.34,0,-0.07,0.13,-0.18,0.28,-0.14,0.05,-0.2
DNAJC24,0.05,-0.53,0.21,0.32,0.36,0.32,-0.05,0.23,-0.12,-0.44,-0.19,NA,-0.19,0.43,NA,0.01,NA,0.01,0.18,0.49
DNAJC25,0.47,0.42,0.41,0.16,0,0.28,0.33,0.04,1.02,-0.27,0.54,0.4,-0.01,0.43,0.89,0.21,0.62,0.6,0.28,0.16
DNAJC3,-0.17,-0.47,-0.52,-0.52,0.21,-0.14,-0.32,-0.68,-0.05,0.05,0.31,-0.81,-0.08,-0.35,0.38,-0.16,0,-0.21,-0.21,-0.44
DNAJC30,0.03,-0.73,-0.01,0.25,-0.25,-0.54,-0.29,0.01,0.4,-0.15,0.04,0.65,0.28,0.4,-0.09,-0.12,-0.28,-0.66,0.62,0.01
DNAJC5,-0.84,-0.88,-0.39,-0.48,-0.25,-0.14,-0.27,-0.18,0.63,-0.52,0.63,-0.83,-0.11,-0.31,0.53,-0.14,-0.16,0.44,-0.45,-0.75
DNAJC7,0.02,-0.43,-0.08,-0.43,0.2,-0.15,-0.14,-0.45,-0.02,0.02,-0.08,-1.07,-0.1,-0.25,0.11,0,-0.18,-0.23,0.03,-0.38
DNAJC8,0.3,-0.09,0.41,0.29,0.28,0.02,0.33,0.04,0.02,0.33,0.14,0.29,0.12,0.65,-0.08,0.03,0.03,0.22,0.48,0.58
DNAJC9,-0.07,0.15,0.12,-0.06,0.06,-0.15,-0.16,0.13,-0.32,0.02,-0.19,0.77,0.44,-0.06,-0.38,0.39,-0.24,0.01,0.27,-0.15
DNAL1,0.14,0,-0.19,0.01,-0.05,-0.1,0.45,0.1,0.22,-0.16,0.02,-0.43,0.03,0.12,0.01,0.32,0.04,-0.24,0.08,-0.13
DNAL4,-0.04,0.47,0,0.16,-0.04,-0.2,0.2,0.11,-0.46,-0.52,-0.36,-0.91,-0.29,-0.04,-0.23,0.56,-0.26,-0.11,0.05,-0.31
DNALI1,-0.01,0.39,-0.07,0.13,-1.31,-0.05,0.02,0.19,-0.46,-0.43,-0.18,-0.43,-0.31,0.14,-0.49,0.88,-0.26,-0.23,0.05,-0.21
DNASE1L1,0.17,-0.21,1.22,0.59,0.82,1.28,1.95,0.75,0.59,0.46,2.35,2.78,0.93,1.08,1.03,-0.04,1.54,0.99,0.05,0.06
DNASE2,-0.38,-0.74,-0.57,-0.39,-0.16,-0.64,-0.8,-0.76,-0.52,-0.77,-0.59,-0.66,-0.4,-0.33,-0.87,-0.09,-0.85,-0.41,-0.49,-0.4
DNHD1,-0.44,1.1,NA,-0.24,NA,-0.15,0.25,NA,-0.29,-0.17,0.18,2.97,NA,0.18,NA,-0.25,0.66,-0.43,0.94,0.06
DNLZ,0.65,-0.81,NA,1.03,-0.48,0.54,0.31,0.2,NA,0.03,0.41,-0.04,0.42,NA,-0.07,0.39,NA,0.39,0.6,NA
DNM1,1.35,0.94,0.73,1.43,0.66,0.59,0.9,1.06,0.44,1.68,0.35,0.86,0.85,1.08,-0.37,1.17,0.75,1.03,1.31,1.19
DNM1L,-0.2,-0.18,-0.22,-0.28,0.04,-0.08,-0.2,-0.1,-0.07,-0.07,0.05,0.01,-0.2,-0.21,0.06,-0.2,-0.1,-0.17,-0.03,-0.14
DNM2,-0.14,0.02,-0.02,-0.42,0.22,0.02,0.04,-0.08,0.26,0.2,0.36,0.18,-0.09,-0.22,0.4,-0.1,0.19,0.03,-0.17,-0.06
DNM3,-0.31,0.97,NA,0.31,-0.4,-0.56,-0.41,0.97,NA,0.41,-0.4,0.68,-0.65,0.03,-1.42,-0.51,-0.12,0.25,1.79,0.19
DNMBP,0.35,0.28,0.2,0.08,0.17,0.11,0.26,0.18,0.39,0.33,0.05,0.74,0.17,0.07,0.06,0.16,0.21,-0.15,0.21,0.31
DNMT1,0.28,-0.15,-0.09,-0.3,0.17,0.06,0.06,-0.41,-0.05,0.02,-0.09,-0.29,0.1,0.02,0.02,-0.07,-0.23,-0.23,0.18,-0.05
DNMT3A,-0.14,-0.12,-0.05,-0.19,-0.54,-0.39,-0.46,-0.2,-0.52,-0.1,-0.62,-0.57,0.25,0.13,-0.45,0.17,-0.49,-0.49,0.22,-0.42
DNMT3B,NA,-1,NA,NA,-0.63,0.39,1.28,0.72,-0.14,NA,0.44,NA,-0.12,NA,-0.19,NA,-0.42,NA,NA,NA
DNPEP,0.04,0.11,0.22,0.71,0.22,-0.32,-0.06,0.19,-0.34,0.31,-0.23,0.94,0.23,-0.05,-0.31,0,0.03,0.2,-0.09,0.35
DNPH1,-0.03,-0.34,0.03,0,-0.32,-0.08,-0.26,0.16,-0.22,-0.27,-0.27,0.36,-0.07,-0.14,-0.21,-0.08,-0.05,-0.1,-0.18,-0.33
DNTTIP1,0.01,-0.04,0.18,0.22,-0.01,0.25,0.52,0.07,0.07,-0.19,-0.13,0.42,0.1,0.28,-0.1,-0.02,0.25,0.07,0.19,0.34
DNTTIP2,0.17,0.18,0.29,0.2,0.05,0.18,0.21,-0.17,0.05,0.1,0.02,0.12,0.18,0.2,0.02,-0.11,0.16,0.07,0.39,-0.08
DOCK1,0.21,0.45,0.39,0.02,0.07,0.08,0.17,0.37,0.04,0.43,-0.04,0.24,0.05,0.42,0.07,0.2,0.12,0.15,0.33,0.32
DOCK10,0.3,0.37,-0.2,-0.04,2.25,0.84,0.42,0.04,0.87,0.39,1.07,-0.1,0.29,-0.11,1.65,0.39,0.73,0.67,0.05,0.47
DOCK11,-0.56,0.02,-1.01,-0.54,0.6,-0.31,-0.15,-0.08,-0.04,0.19,-0.28,-0.11,-0.16,-0.67,-0.02,-0.26,-0.25,-0.23,-0.61,0.16
DOCK2,-0.17,0.29,-0.62,-0.44,1.51,0.3,-0.07,0,0.58,0.29,0.45,-0.46,0.09,-0.41,0.87,0.37,0.22,0.21,-0.38,0.34
DOCK4,-0.14,0.17,-0.45,-0.29,0.5,0.19,-0.09,0.25,0.33,0.25,0.11,0.3,-0.1,0.04,0.37,-0.05,0.11,0.11,0.05,0.25
DOCK5,0.06,-0.08,0.52,0.72,-0.12,0.52,0.21,-0.11,0.67,-0.24,0.52,-0.44,0.12,0.22,0.62,-0.11,0.59,0.68,0.1,-0.22
