,blcdb9-I,263d3f-I,c4155b-C
ENOPH1,0.2,0.3,0.07
ENOSF1,0.55,-0.12,-0.17
ENOX2,1.51,0.69,1.54
ENPEP,0.95,0.49,0.73
ENPP1,1.25,-0.31,0.3
ENPP2,1.66,1.44,1.84
ENPP3,1.24,2.64,1.46
ENPP4,0.58,0.28,-0.13
ENPP5,2.46,0.13,0.12
ENSA,-0.59,-0.08,-0.55
ENTPD1,-0.14,0.57,0.83
ENTPD2,NA,NA,NA
ENTPD4,NA,NA,NA
ENTPD5,0.67,0.38,-0.28
ENTPD6,NA,NA,NA
ENY2,-0.78,0.13,0.12
EOGT,-0.29,-0.03,-0.1
EOMES,NA,NA,NA
EP300,-0.81,-0.28,-0.54
EP400,-0.27,0.05,-0.19
EPB41,1.79,1.32,2.77
EPB41L1,0.07,0.41,0.31
EPB41L2,-0.33,0.74,0.86
EPB41L3,0.15,0.91,0.51
EPB41L4A,NA,NA,NA
EPB41L4B,1.63,0.46,0.11
EPB41L5,0.03,0.55,-0.23
EPB42,2.69,1.64,3.39
EPC1,-0.25,-1.16,-1.65
EPC2,0.91,1.35,0.16
EPCAM,-1.54,-0.94,-0.98
EPDR1,2.08,0.79,1.84
EPG5,0.52,0.19,0.23
EPHA1,NA,NA,NA
EPHA3,NA,NA,NA
EPHA4,-2.14,0.58,0.75
EPHB2,NA,NA,NA
EPHB3,-0.39,-0.42,0.22
EPHB4,-1.3,-0.71,-0.63
EPHX1,0.47,-0.42,-0.01
EPHX2,1.84,0.49,0.83
EPHX4,NA,NA,NA
EPM2A,-0.32,0.5,1.05
EPM2AIP1,1.15,0.57,0.46
EPN1,0.59,0,-0.07
EPN2,0.34,0.39,-0.11
EPN3,0.85,0.03,0.02
EPPK1,0,-0.24,-0.14
EPRS,-0.49,-0.64,-0.61
EPS15,0.77,0.4,0.49
EPS15L1,1.19,0.47,0.53
EPS8,0.66,0.47,0.54
EPS8L1,-0.25,0.11,-0.35
EPS8L2,0.28,0.02,-0.24
EPSTI1,-1.23,-0.58,-0.46
EPX,NA,NA,NA
ERAL1,0.22,-0.06,0.02
ERAP1,1.02,0.2,0.37
ERAP2,1.68,1.05,0.76
ERBB2,-0.91,-0.79,-0.54
ERBB3,-0.99,-0.19,-0.21
ERBB4,-2.25,0,-0.61
ERBIN,-0.21,-0.08,-0.17
ERC1,-0.93,-0.01,0.03
ERC2,-1.2,0.32,0.04
ERCC1,0.72,0.23,0.03
ERCC2,0.51,0,0.14
ERCC3,0.53,0.46,0.4
ERCC4,0.57,-0.01,0
ERCC5,-1.61,0.02,-0.46
ERCC6,-0.76,-0.18,-0.33
ERCC6L,0.87,0.19,0.3
ERCC8,NA,NA,NA
ERF,-1,0.55,0.23
ERG,0.48,0.44,0.71
ERG28,NA,NA,NA
ERGIC1,-1.57,-1.23,-1.27
ERGIC2,0.66,-0.02,0.49
ERGIC3,-1.42,-0.95,-0.67
ERH,-1.09,-0.43,-0.44
ERI1,0.5,0.31,0.09
ERI3,-0.03,0.16,0.1
ERICH1,-1.16,-0.66,-1.46
ERICH5,NA,NA,NA
ERLEC1,1.31,0.04,0.08
ERLIN1,0.03,0.53,0.4
ERLIN2,1.13,0.48,0.68
ERMP1,-0.63,-0.67,-0.41
ERN1,NA,NA,NA
ERO1A,0.45,-0.5,-0.4
ERO1B,NA,NA,NA
ERP27,NA,NA,NA
ERP29,0.63,0.01,-0.28
ERP44,0.33,-0.4,-0.11
ERRFI1,-0.31,-0.87,-0.93
ESAM,0.91,1.6,1.96
ESCO1,NA,NA,NA
ESCO2,NA,NA,NA
ESD,0.56,0.51,0.98
ESF1,-1.5,-0.4,-0.75
ESM1,NA,NA,NA
ESPN,-1.57,-0.1,-0.47
ESR1,0.43,-0.07,-0.31
ESRP1,-0.3,-0.77,-0.71
ESRP2,-0.65,0.13,-0.37
ESRRA,0.16,0.39,0.7
ESS2,0.23,0.03,0.36
ESYT1,0.22,0.22,0.7
ESYT2,0.08,-0.03,0.55
ETAA1,NA,NA,NA
ETF1,0.6,-0.25,-0.12
ETFA,0.76,0.07,0.65
ETFB,0.41,0.41,0.68
ETFDH,0.54,0.27,0.82
ETFRF1,2.42,0.29,0.93
ETHE1,0.98,-0.49,0
ETNK1,1.69,0.98,1.2
ETNK2,NA,NA,NA
ETS1,0.11,-0.07,0.22
ETV3,-1.49,-0.02,0.32
ETV6,-1.31,-1.29,-1.02
EVA1B,1.44,-0.17,1.92
EVI2B,1.12,0.45,0.34
EVI5,-0.44,0.29,0.35
EVI5L,0.08,0.35,0.4
EVL,-0.29,-0.06,-0.33
EVPL,-0.06,-0.04,-0.42
EWSR1,-0.79,-0.6,-0.9
EXD2,-0.36,-0.3,-0.42
EXD3,NA,NA,NA
EXO1,NA,NA,NA
EXOC1,-0.29,-0.13,-0.18
EXOC2,0.45,0.05,0.14
EXOC3,0.28,0.15,0.1
EXOC3L2,-0.45,0.07,0.27
EXOC4,-0.44,-0.27,-0.12
EXOC5,0.32,-0.05,-0.06
EXOC6,0.24,0.09,-0.3
EXOC6B,-0.27,0.09,0.29
EXOC7,0.66,0.32,0.31
EXOC8,-0.25,0.01,-0.07
EXOG,NA,NA,NA
EXOSC1,-0.29,0.22,-0.17
EXOSC10,-0.4,0.04,-0.3
EXOSC2,-0.14,0.03,-0.7
EXOSC3,0.74,0.19,0.45
EXOSC4,-0.56,-0.17,-0.38
EXOSC5,1.66,0.69,0.75
EXOSC6,-1.67,-0.09,-0.34
EXOSC7,0.48,0.17,0.27
EXOSC8,0.14,0.38,0.28
EXOSC9,-0.64,-0.14,-0.42
EXPH5,0.14,-0.05,-0.21
EXT1,NA,NA,NA
EXT2,0.83,0.06,0.17
EXTL2,2.59,1.01,1.47
EYA2,NA,NA,NA
EYA3,-0.38,0.51,0.24
EZH1,0.82,0.57,0.66
EZH2,1.84,0.24,0.62
EZR,-0.27,-0.67,-0.69
F10,0.99,1.14,1.8
F11,1.16,0.87,2.15
F11R,-0.93,-1.04,-0.64
F12,1.62,1.24,1.82
F13A1,0.86,0.07,1.03
F13B,1.81,1.25,2.57
F2,1.6,1.27,1.94
F3,1.44,0.62,0.88
F5,2.12,1.03,2.03
F7,0.92,0.23,1.32
F8A1,1.61,0.56,0.87
F9,-0.08,0.83,1.21
FA2H,NA,NA,NA
FAAH,1.43,0.09,0.17
FAAH2,NA,NA,NA
FAAP100,-0.82,-0.34,-0.37
FABP1,1.25,-0.42,-0.1
FABP3,-0.84,-0.11,0.1
FABP4,3.69,2.15,3.76
FABP5,0.34,0.73,1.21
FABP6,NA,NA,NA
FABP7,-1.58,-0.29,-0.94
FADD,-0.22,-0.12,-0.14
FADS2,-0.71,-1.16,-0.8
FAF1,-0.31,-0.47,-0.31
FAF2,0.15,-0.25,-0.46
FAH,1.05,0.47,0.94
FAHD1,1.5,0.03,0.19
FAHD2A,0.91,-0.14,0.28
FAHD2B,2.59,0.56,0.92
FAIM,-0.33,-0.02,0
FAM102A,1.19,-0.07,0.05
FAM102B,1.03,0.55,0.52
FAM103A1,-0.03,0.4,0.2
FAM104A,-1.04,0.18,-0.7
FAM105A,-1.4,-0.3,-0.4
FAM107B,-1.79,-0.13,-0.46
FAM109A,NA,NA,NA
FAM109B,-2.38,-0.72,-0.56
FAM110A,-0.23,-0.43,-0.79
FAM110B,-2.06,-0.34,-0.32
FAM111A,-0.17,-0.61,-0.08
FAM111B,-0.26,-0.05,0.62
FAM114A1,0.7,-0.14,0.09
FAM114A2,-0.41,-0.24,0.05
FAM117A,-1.4,0.09,-0.17
FAM117B,0.94,0.29,0.09
FAM118A,0.46,0.59,0.47
FAM118B,-0.1,-0.11,0.19
FAM120A,-0.28,-0.22,-0.39
FAM120B,-0.59,-0.46,-0.21
FAM120C,0.63,0.43,0.66
FAM122A,-0.7,-0.49,-0.16
FAM122B,1.09,1.1,1.18
FAM126A,0.94,0.69,0.67
FAM126B,0.94,0.9,0.68
FAM129A,-0.77,-0.13,-0.31
FAM129B,0.07,-0.23,-0.44
FAM133B,-0.15,-0.17,-0.33
FAM136A,-0.63,-0.2,-0.58
FAM13A,NA,NA,NA
FAM151B,1.75,0.71,1.49
FAM160A1,0.24,-0.6,-1.36
FAM160A2,-0.11,-0.19,-0.53
FAM160B1,0.14,-0.13,-0.1
FAM160B2,0.34,0,0.2
FAM161A,NA,NA,NA
FAM162A,0.14,-0.57,-0.49
FAM168A,0.1,0.37,-1.23
FAM168B,0.84,0.78,-1.14
FAM169A,-1.72,0.46,-0.27
FAM171A2,NA,NA,NA
FAM172A,1.03,0.44,0.48
FAM173A,-1.5,0.41,-1.52
FAM174A,NA,NA,NA
FAM174B,0.09,-1.1,-0.4
FAM177A1,0.83,0.61,0.63
FAM184A,2.26,1.83,1.9
FAM185A,1.38,0.24,0.88
FAM186A,-1.35,-0.36,-0.33
FAM186B,-0.32,-1.47,-0.91
FAM192A,-1.65,-0.47,-0.71
FAM193A,-1.46,-0.27,-1.2
FAM193B,-0.16,0.41,0.16
FAM198B,0.31,0.23,0.03
FAM199X,NA,NA,NA
FAM204A,NA,NA,NA
FAM206A,0.68,1.05,0.02
FAM207A,0.11,0.16,0.12
FAM208A,-0.08,0.15,0.1
FAM208B,-0.66,0.16,0.03
FAM20B,-0.83,-0.1,-0.12
FAM20C,-0.41,-0.81,-0.23
FAM210A,-1.34,-0.16,-0.19
FAM210B,-2.74,-1.58,-1.75
FAM213A,1.49,0.86,1.57
FAM213B,-0.52,0.58,0.44
FAM219B,NA,NA,NA
FAM221A,-2.87,-0.81,-1.31
FAM222B,1.17,0.47,0.95
FAM234A,NA,NA,NA
FAM234B,NA,NA,NA
FAM241A,-2.54,-2.97,-2.61
FAM241B,NA,NA,NA
FAM32A,-0.38,-0.18,-0.77
FAM3A,-0.95,-0.65,-0.34
FAM3B,-0.98,-0.72,-0.37
FAM3C,0.01,-0.38,-0.41
FAM3D,NA,NA,NA
FAM45A,0.64,0.16,0.12
FAM46A,1.96,0.83,1.19
FAM46C,NA,NA,NA
FAM49A,0.84,0.76,0.96
FAM49B,1.05,-0.27,0
FAM50A,-0.79,-0.71,-0.98
FAM50B,1.93,0.84,1.54
FAM53B,-0.75,0.14,0
FAM53C,0.4,0.33,0.25
FAM76A,1.24,0.29,0.54
FAM76B,0.23,0.31,0.36
FAM81B,NA,NA,NA
FAM83B,-1.16,-0.21,-0.46
FAM83D,-0.96,-0.74,-0.12
FAM83E,NA,NA,NA
FAM83F,-0.89,-0.24,-0.18
FAM83G,NA,NA,NA
FAM83H,-0.46,-0.22,-0.48
FAM84A,NA,NA,NA
FAM84B,-0.67,-0.09,-0.61
FAM89A,NA,NA,NA
FAM89B,0.25,0.15,-0.62
FAM8A1,-0.49,0.72,0.54
FAM91A1,0.31,-0.26,-0.25
FAM92A,NA,NA,NA
FAM96A,0.32,-0.08,-0.37
FAM96B,0.56,-0.01,0.37
FAM98A,0.03,-0.17,0.06
FAM98B,0.8,0.11,0.01
FAM98C,1.03,0.04,0.29
FAM9A,NA,NA,NA
FANCD2,NA,NA,NA
FANCI,-0.77,-0.65,-0.57
FAP,0.32,0.2,0.28
FAR1,0.15,-0.25,0.14
FAR2,NA,NA,NA
FARP1,-0.34,-0.29,-0.41
FARP2,-0.74,-0.13,-0.12
FARS2,-0.52,-0.71,-0.52
FARSA,0.13,-0.29,-0.17
FARSB,0.12,-0.31,-0.21
FAS,-2,-0.5,-0.72
FASN,-0.04,-0.68,0.05
FASTK,NA,NA,NA
FASTKD1,-1.81,-0.51,-1.18
FASTKD2,1.07,-0.08,0.34
FASTKD3,NA,NA,NA
FASTKD5,-0.82,-0.33,-0.37
FAT1,1.01,0.54,1.05
FAU,-0.25,-0.3,-0.46
FBF1,5.76,2.07,3.09
FBL,-0.56,-0.27,-0.54
FBLIM1,-0.68,0.03,0.08
FBLN1,-0.59,0.19,0.48
FBLN2,-1.07,-0.21,0.06
FBLN5,0.12,1.35,0.69
FBLN7,0.41,2.39,2.84
FBN1,-0.85,0.56,0.86
FBN2,NA,NA,NA
FBN3,NA,NA,NA
FBP1,0.92,0.53,-0.27
FBP2,-2.5,-0.11,-0.97
FBRS,-0.48,-0.14,-0.25
FBRSL1,NA,NA,NA
FBXL12,0.22,0.5,0.61
FBXL15,-0.16,0.62,0.62
FBXL17,-0.53,-0.65,-0.83
FBXL18,0.8,0.17,0.27
FBXL19,NA,NA,NA
FBXL20,0.8,-0.82,-0.48
FBXL3,-2.32,0.09,-0.14
FBXL4,NA,NA,NA
FBXL6,NA,NA,NA
FBXL8,1.33,0.7,0.92
FBXO11,-2.63,-0.38,-0.73
FBXO18,-0.83,0.44,0.32
FBXO2,-0.12,-0.4,-0.61
FBXO21,-0.98,-0.17,-0.46
FBXO22,1.38,0.29,0.18
FBXO28,-0.17,-0.36,-0.53
FBXO3,0.13,0.02,0.11
FBXO30,-0.12,0.47,0.21
FBXO33,NA,NA,NA
FBXO38,0.55,0.28,0.24
FBXO4,1.29,0.24,0.18
FBXO42,-0.63,0.29,-0.29
FBXO44,0.11,-0.7,-0.51
FBXO45,1.11,0.16,0.59
FBXO46,NA,NA,NA
FBXO5,NA,NA,NA
FBXO6,-0.53,-0.61,-0.64
FBXO7,1.44,0.39,1.31
FBXO9,1.04,0.07,0.07
FBXW11,-1.68,-0.45,-0.98
FBXW2,1.18,0.83,1.01
FBXW4,NA,NA,NA
FBXW5,NA,NA,NA
FBXW8,0.7,0.48,0.9
FBXW9,-0.97,-0.15,-0.85
FCER1G,-3.48,-1.06,-1.17
FCF1,-0.79,0,0.21
FCGBP,0.61,0.78,0.65
FCGR1A,-2.93,-1.12,-1.16
FCGR2A,1.04,1.08,0.81
FCGR2B,1.33,0.57,0.89
FCGR3A,1.85,1.23,1.43
FCGR3B,1.56,1.65,2.63
FCGRT,2.37,1.24,1.65
FCHO1,0.71,0.46,0.41
FCHO2,1.17,0.5,0.41
FCHSD1,-0.52,0.54,0.24
FCHSD2,-0.04,0.44,0.6
FCN1,-2.87,-0.92,-0.28
FCN2,-0.22,1.05,2.25
FCN3,2.66,0.81,2.52
FCRL5,1.77,1.09,1.39
FCRLB,2.04,0.16,0.44
FDCSP,NA,NA,NA
FDFT1,0.39,-0.37,0.33
FDPS,-0.3,-0.65,-0.26
FDX1,-0.56,-0.73,-0.52
FDX1L,0.34,0.79,0.78
FDXR,0.68,-0.1,-0.1
FECH,0.32,0.36,0.3
FEM1A,NA,NA,NA
FEM1B,1.11,0.46,0.69
FEM1C,NA,NA,NA
FEN1,0.49,-0.25,-0.46
FER,0.61,0.94,1.22
FERMT1,NA,NA,NA
FERMT2,1.09,0.94,1.83
FERMT3,0.65,-0.02,0.21
FES,-0.22,0,0.17
FETUB,2.29,1.41,2.79
FEZ2,0.8,0.1,0.42
FGA,0.01,0.55,0.94
FGB,0.64,0.52,0.75
FGD1,1.72,0.74,0.98
FGD2,-0.89,-0.17,-0.18
FGD3,0.72,-0.43,-0.36
FGD4,-0.44,0.01,0.1
FGD5,-0.78,0.18,0.26
FGD6,-0.54,0.36,0.51
FGF1,1.14,0.87,0.96
FGF2,0.96,1.13,1.41
FGFBP1,NA,NA,NA
FGFR1,2.04,1.52,1.87
FGFR1OP,-0.51,-0.47,-0.93
FGFR1OP2,0.51,0.47,0.27
FGFR2,NA,NA,NA
FGFR4,-0.58,1.01,0.55
FGFRL1,NA,NA,NA
FGG,0.12,0.4,0.56
FGGY,1.12,0.53,0.75
FGL1,NA,NA,NA
FGL2,-0.96,-0.01,0.21
FGR,1.58,0.69,1.23
FH,0.11,-0.18,0.2
FHDC1,-0.61,-0.07,-0.02
FHIT,1.35,0.44,0.35
FHL1,1.18,1.98,2.64
FHL2,-1.79,-0.37,-0.57
FHL3,-1.45,-0.9,-0.99
FHL5,0.31,1.83,1.14
FHOD1,0.05,-0.12,0.12
FIBIN,0.81,0.17,0.45
FIBP,0.27,-0.23,-0.36
FIG4,-0.5,-0.08,-0.09
FIGNL1,NA,NA,NA
FILIP1,-2.46,-0.11,-0.01
FILIP1L,-1.06,-0.03,0.16
FIP1L1,-0.22,-0.11,-0.27
FIS1,-1.3,-0.33,-0.3
FIZ1,-0.4,-0.31,-0.17
FKBP10,-0.31,-0.41,-0.22
FKBP11,0.01,-0.15,-0.15
FKBP14,1.28,0.26,0.42
FKBP15,-0.17,-0.19,-0.1
FKBP1A,0.8,0.58,0.57
FKBP1B,0.97,1.54,1.26
FKBP2,0.28,-0.25,-0.06
FKBP3,1.14,0.37,0.14
FKBP4,-0.3,-0.66,-0.98
FKBP5,-0.82,-0.29,-0.3
FKBP7,-0.04,0.63,0.39
FKBP8,-0.43,-0.11,0
FKBP9,-0.73,-0.39,-0.1
FKBPL,0.22,0.49,0.7
FLAD1,-0.01,-0.31,-0.21
FLCN,0.94,0.23,0.31
FLI1,-0.2,0.32,0.57
FLII,-0.18,-0.14,-0.54
FLNA,-0.85,-0.44,-0.11
FLNB,-0.04,-0.59,-0.76
FLNC,-0.38,0.59,1.39
FLOT1,1.17,0.58,0.81
FLOT2,0.4,-0.15,0.64
FLRT3,0.32,1.87,1.68
FLT1,-0.07,0.11,0.2
FLVCR1,0.05,0.62,1.05
FLYWCH2,-1.49,0.29,-0.9
FMN1,0.37,0.3,-0.07
FMNL1,-1.13,-0.41,-0.44
FMNL2,-1.36,-0.16,0.15
FMNL3,-1.07,-0.43,-0.34
FMO1,NA,NA,NA
FMO2,0.96,1.77,1.04
FMO3,1.73,1.4,0.78
FMO4,NA,NA,NA
FMO5,1.71,0.09,1.17
FMOD,-0.14,0.28,0.72
FMR1,-0.33,-0.21,-0.32
FN1,-0.71,-0.87,-0.68
FN3K,-0.12,-0.21,0.75
FN3KRP,0.29,0.12,0.85
FNBP1,-0.79,-0.3,-0.23
FNBP1L,-0.65,-0.44,-0.72
FNBP4,-0.97,-0.36,-0.59
FNDC1,-1.31,-0.65,0.14
FNDC3A,-1.63,-0.73,-0.65
FNDC3B,-0.7,-0.1,0.09
FNIP1,-0.39,-0.03,-0.64
FNTA,0.44,0.2,0.32
FOCAD,-0.7,-0.47,-0.23
FOLH1,-0.55,-0.56,-0.75
FOLR1,1.32,2.38,1.45
FOLR2,0.06,0.27,0.96
FOPNL,1.48,2.24,1.21
FOSB,NA,NA,NA
FOSL2,-0.01,-1.34,-1.19
FOXA1,0.4,0.33,-0.16
FOXC1,NA,NA,NA
FOXC2,NA,NA,NA
FOXJ2,-1.23,-0.35,-0.53
FOXJ3,-2.02,0.07,-0.89
FOXK1,0.57,0.15,-0.01
FOXK2,0.35,0.01,-0.02
FOXN3,1.53,0.46,-0.07
FOXO1,2.22,1.61,1.88
FOXO3,0.16,0.09,0.6
FOXO4,NA,NA,NA
FOXP1,-0.13,0.24,-0.17
FOXP3,NA,NA,NA
FOXP4,-0.65,-0.4,-0.48
FOXRED1,1.3,-0.16,0.03
FOXRED2,1.35,0.5,0.63
FPGS,1.52,0.2,0.68
FPGT,1.1,0.36,0.09
FRA10AC1,-1.28,-0.38,-0.54
FREM2,NA,NA,NA
FRG1,-0.32,0.16,-0.15
FRK,0.31,0.23,0.44
FRMD4A,0.21,0.76,0.8
FRMD6,-0.28,0.41,0.35
FRMD8,0.02,0.29,-0.13
FRRS1,NA,NA,NA
FRS2,-0.71,0,-0.05
FRY,-0.02,0.46,0.54
FRYL,-0.15,-0.2,-0.12
FRZB,0.23,1.74,1.8
FSCN1,0.16,0.2,0.34
FSD1,NA,NA,NA
FSD1L,0.4,0.29,0.1
FST,0.09,0.36,0.03
FSTL1,0.42,0.91,1.01
FSTL3,-0.95,0.31,0.52
FSTL5,NA,NA,NA
FTH1,1.33,0.93,-0.01
FTL,1.28,1.84,0.03
FTO,0.13,0.15,0
FTSJ1,1.29,-0.09,0.39
FTSJ3,-1.08,-0.78,-0.57
FUBP1,-0.92,-0.3,-0.69
FUBP3,-0.07,0.05,-0.3
FUCA1,1.51,0.24,0.02
FUCA2,-0.33,0.19,-0.01
FUK,0.89,-0.12,0.12
FUNDC1,NA,NA,NA
FUNDC2,-0.77,-0.37,0.04
FUOM,NA,NA,NA
FURIN,NA,NA,NA
FUS,-1.51,-0.54,-0.75
FUT11,1.68,0.64,0.95
FUT3,1.89,0.22,1.12
FUT8,-2.81,-0.63,-0.89
FXN,0.34,-0.66,-0.28
FXR1,0.08,-0.14,-0.19
FXR2,-0.27,-0.22,-0.29
FXYD3,NA,NA,NA
FYB1,-1.19,-0.39,-0.41
FYB2,0.86,1.01,2.22
FYCO1,0.41,0.23,0.34
FYN,-0.24,0.57,1.67
FYTTD1,-0.12,0.07,0.13
FZD1,-0.09,0.66,-0.25
FZD6,0.54,0.25,0.4
FZD7,1.26,1.39,0.56
FZD8,-0.72,1.21,-0.14
FZR1,0.9,0.23,0.42
G3BP1,-0.75,-0.39,-0.34
G3BP2,-0.76,-0.78,-0.9
G6PC3,1.21,0.4,0.98
G6PD,0.53,-0.34,0.14
GAA,0.95,-0.19,-0.03
GAB1,-0.16,0.43,0.01
GAB2,-0.06,0.01,0.11
GABARAP,-1.22,-0.7,-0.47
GABARAPL1,-1.44,-0.72,-1.05
GABARAPL2,1.55,0.67,0.85
GABPA,-0.29,-0.07,-0.32
GABPB1,-0.74,-0.48,-0.25
GABPB2,-0.09,0.49,0.36
GADD45GIP1,1.41,0.28,0.68
GAK,0.08,-0.14,-0.32
GAL3ST2,NA,NA,NA
GAL3ST4,NA,NA,NA
GALC,0.17,0.14,-0.34
GALE,1.74,-0.32,-0.16
GALK1,0.34,-0.33,-0.28
GALK2,0.54,-0.24,0.17
GALM,0.28,0.35,0.77
GALNS,0.22,-0.09,0.03
GALNT1,-0.61,-0.42,-0.27
GALNT10,0.75,-0.39,-0.11
GALNT11,NA,NA,NA
GALNT16,NA,NA,NA
GALNT2,-0.86,-0.39,-0.4
GALNT3,-0.97,-0.3,-0.57
GALNT4,1.69,0.65,1.17
GALNT5,0.76,1.63,-0.23
GALNT6,0.3,0.94,-0.39
GALNT7,0.45,-0.16,-0.49
GALT,1.52,1.21,1.25
GAMT,2.46,0.51,0.58
GAN,0.1,-0.1,0.09
GANAB,0.26,-0.22,-0.17
GANC,0.26,0.43,0.11
GAPDH,0.38,-0.28,-0.04
GAPDHS,NA,NA,NA
GAPVD1,-0.08,0.01,0.11
GAR1,1.11,-0.21,-0.28
GAREM1,NA,NA,NA
GARNL3,-2.98,-0.31,-0.7
GARS,-0.1,-0.44,-0.41
GART,0.47,-0.36,-0.05
GAS2L1,-2.25,-0.79,-0.97
GAS6,-1.18,0.03,0.12
GAS7,0.16,0.39,0.52
GAS8,NA,NA,NA
GATA3,-0.32,0.23,-0.88
GATA6,NA,NA,NA
GATAD1,-0.23,-0.3,-0.21
GATAD2A,-0.7,0.1,-0.21
GATAD2B,-1.5,-0.29,-0.69
GATB,-0.24,-0.33,0.01
GATC,0.53,-0.46,-0.3
GATD1,1.61,0.44,1.11
GATM,1.05,-0.21,0.03
GBA,-0.02,-0.43,-0.18
GBA2,-2.96,-0.74,-1.16
GBE1,0.19,0.02,0.58
GBF1,0.12,-0.29,-0.32
GBP1,-1.88,-1.13,-0.94
GBP2,-0.52,-0.57,-0.41
GBP3,1.79,0.18,0.62
GBP4,-0.3,-0.3,-0.13
GBP5,-0.01,-0.75,-0.59
GBP6,NA,NA,NA
GBP7,0.8,0.88,0.61
GC,1.5,1.69,2.73
GCA,0.27,0.12,-0.25
GCAT,1.7,0.52,1.1
GCC1,-0.6,-0.08,-0.4
GCC2,-0.58,-0.02,-0.48
GCDH,1.7,0.31,0.73
GCFC2,-1.45,-0.31,-0.38
GCH1,-0.87,-0.57,-0.27
GCHFR,1.78,0,0.13
GCLC,2.69,0.62,1.48
GCLM,0.32,0.46,1.49
GCN1,-0.33,-0.38,-0.58
GCNT1,NA,NA,NA
GCSH,-0.04,0.03,-0.05
GDAP1,1.85,0.31,0.19
GDAP2,0.46,0.27,0.15
GDE1,NA,NA,NA
GDF15,-2.52,-0.51,-0.46
GDI1,1.06,0.02,0.12
GDI2,0.83,-0.21,0.28
GDPD1,-0.81,-0.49,-0.4
GDPD3,-1.36,-0.92,-1.09
GDPGP1,1.63,0.48,0.65
GEM,2.49,1.63,2.06
GEMIN2,-0.8,-0.45,-0.53
GEMIN4,1.09,0.18,0.34
GEMIN5,-0.12,-0.06,-0.04
GEMIN6,-0.83,0.23,-0.03
GEMIN7,-1.26,-1.12,-0.78
GEMIN8,-2.28,-1.23,-1.53
GEN1,1.48,-0.15,0.62
GET4,0.44,-0.18,-0.16
GFAP,1.48,1.93,1.54
GFER,0.42,0.06,0.03
GFM1,0.06,-0.41,-0.39
GFM2,1.17,0.11,0.55
GFOD1,0.7,0.94,0.77
GFOD2,NA,NA,NA
GFPT1,0.07,0,-0.41
GFPT2,-0.53,-0.49,-0.54
GFRA1,-0.63,-0.38,-0.64
GFRA3,NA,NA,NA
GGA1,-1.24,-0.58,-0.76
GGA2,-1.37,0.4,-0.32
GGA3,-0.29,-0.07,0.03
GGACT,0.86,0.01,0.73
GGCT,0.04,-0.41,-0.28
GGCX,0.14,-0.39,-0.52
GGH,-0.27,-0.67,-0.62
GGNBP2,0.9,0.62,1.19
GGPS1,0.02,-0.24,-0.44
GGT1,2.05,2.06,0.74
GGT5,1,1.03,0.99
GGT7,NA,NA,NA
GHDC,-0.5,-0.11,-0.28
GHITM,-3.03,-2.02,-1.66
GID4,-2.42,-0.6,-0.83
GID8,0.91,-0.3,-0.08
GIGYF1,-0.54,-0.01,-0.28
GIGYF2,-0.05,0.05,-0.25
GIMAP1,NA,NA,NA
GIMAP1-GIMAP5,0.32,0.82,1.18
GIMAP2,NA,NA,NA
GIMAP4,-1.7,-0.79,-0.79
GIMAP6,-2.23,-2.11,-1.82
GIMAP7,0.75,0.26,0.54
GIMAP8,0.14,0.4,0.65
GINS1,-0.9,-0.39,-0.21
GINS2,1.18,0.11,0.42
GINS3,0.19,-0.35,-1.14
GINS4,-0.35,-0.26,-0.78
GIPC1,0.2,-0.25,-0.19
GIPC2,1.65,1.51,1.82
GIPC3,NA,NA,NA
GIT1,0.43,0.33,0.35
GIT2,0,0.01,0.12
GJA1,-0.41,-0.33,-0.23
GK,0.22,-0.36,-0.27
GK5,1.41,0.44,0.48
GKAP1,-0.13,0.22,0.31
GLA,-0.15,-0.38,-0.33
GLB1,0.55,0.07,-0.13
GLB1L,NA,NA,NA
GLCCI1,0.48,-0.26,-0.13
GLCE,1.91,0.46,0.9
GLDC,-0.47,-0.52,-0.35
GLE1,0.15,0.26,-0.1
GLG1,-0.1,-0.18,-0.26
GLI3,-2.09,-0.65,-0.36
GLIPR1,-0.97,0.27,0.27
GLIPR2,0.09,1.02,1.5
GLMN,-0.26,-0.42,-0.16
GLMP,0.8,0.21,0.37
GLO1,1.48,0.31,0.49
GLOD4,0,0.5,0.67
GLOD5,NA,NA,NA
GLRX,1.32,-0.1,0.17
GLRX2,1.75,0.6,1.21
GLRX3,0.59,-0.09,0.23
GLRX5,0.19,0.06,0.13
GLS,0.05,-0.21,0.01
GLS2,2.56,0.74,0.83
GLT8D1,0.58,0.45,0.42
GLT8D2,NA,NA,NA
GLTP,-0.69,-0.51,-0.41
GLUD1,1.21,0.09,0.41
GLUD2,0.03,0.04,0.06
GLUL,0.24,-0.73,0.21
GLYAT,3.43,2.2,3.37
GLYATL1,NA,NA,NA
GLYATL2,-0.54,-1.12,-0.93
GLYATL3,NA,NA,NA
GLYR1,0.37,0.16,0.03
GM2A,1.19,0.49,-0.04
GMDS,-0.07,-0.49,-0.45
GMEB1,0.72,0.29,0.27
GMEB2,-0.15,0.27,0.38
GMFB,0.98,0.29,0.28
GMFG,1.1,0.61,0.95
GMIP,-0.31,-0.04,-0.22
GMNN,-0.63,-0.29,0.3
